192.168.65.1 - - [28/Nov/2023:02:37:24 +0000] "GET / HTTP/1.1" 200 3763 "http://localhost:9090/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36" "-"
192.168.65.1 - - [28/Nov/2023:02:37:25 +0000] "GET /login/ HTTP/1.1" 200 3074 "http://localhost:9090/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36" "-"
192.168.65.1 - - [28/Nov/2023:02:37:30 +0000] "POST /login/ HTTP/1.1" 403 2594 "http://localhost:9090/login/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36" "-"
192.168.65.1 - - [28/Nov/2023:02:37:50 +0000] "GET /login/ HTTP/1.1" 200 3074 "http://localhost:9090/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1" "-"
192.168.65.1 - - [28/Nov/2023:02:37:54 +0000] "GET /login/ HTTP/1.1" 200 3074 "http://localhost:9090/login/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1" "-"
192.168.65.1 - - [28/Nov/2023:02:38:00 +0000] "POST /login/ HTTP/1.1" 403 2594 "http://localhost:9090/login/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1" "-"
192.168.65.1 - - [28/Nov/2023:02:38:17 +0000] "POST /login/ HTTP/1.1" 403 2594 "http://localhost:9090/login/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1" "-"
192.168.65.1 - - [28/Nov/2023:02:38:19 +0000] "GET /login/ HTTP/1.1" 200 3074 "http://localhost:9090/login/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1" "-"
192.168.65.1 - - [28/Nov/2023:02:38:22 +0000] "POST /login/ HTTP/1.1" 403 2594 "http://localhost:9090/login/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1" "-"
192.168.65.1 - - [28/Nov/2023:02:39:01 +0000] "GET /login/ HTTP/1.1" 200 3074 "http://localhost:9090/login/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1" "-"
192.168.65.1 - - [28/Nov/2023:02:39:09 +0000] "POST /login/ HTTP/1.1" 403 2594 "http://localhost:9090/login/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1" "-"
192.168.65.1 - - [28/Nov/2023:02:39:57 +0000] "GET /login/ HTTP/1.1" 200 3074 "http://localhost:9090/login/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1" "-"
192.168.65.1 - - [28/Nov/2023:02:40:11 +0000] "POST /login/ HTTP/1.1" 403 2594 "http://localhost:9090/login/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1" "-"
192.168.65.1 - - [28/Nov/2023:02:40:11 +0000] "GET /favicon.ico HTTP/1.1" 300 0 "http://localhost:9090/login/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1" "-"
192.168.65.1 - - [28/Nov/2023:02:40:39 +0000] "GET /login/ HTTP/1.1" 200 3074 "http://localhost:9090/login/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1" "-"
192.168.65.1 - - [28/Nov/2023:02:40:39 +0000] "GET /favicon.ico HTTP/1.1" 300 0 "http://localhost:9090/login/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1" "-"
192.168.65.1 - - [28/Nov/2023:02:41:13 +0000] "POST /login/ HTTP/1.1" 403 2594 "http://localhost:9090/login/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1" "-"
192.168.65.1 - - [28/Nov/2023:02:41:13 +0000] "GET /favicon.ico HTTP/1.1" 300 0 "http://localhost:9090/login/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1" "-"
192.168.65.1 - - [28/Nov/2023:02:42:36 +0000] "GET /login/ HTTP/1.1" 200 3074 "http://localhost:9090/login/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1" "-"
192.168.65.1 - - [28/Nov/2023:02:42:37 +0000] "GET /favicon.ico HTTP/1.1" 300 0 "http://localhost:9090/login/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1" "-"
192.168.65.1 - - [28/Nov/2023:02:42:42 +0000] "POST /login/ HTTP/1.1" 403 2594 "http://localhost:9090/login/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1" "-"
192.168.65.1 - - [28/Nov/2023:02:42:42 +0000] "GET /favicon.ico HTTP/1.1" 300 0 "http://localhost:9090/login/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1" "-"
